timestamp,kind,kernel_kind,load,attempt,vm_id,firecracker_pid,interval_s,event,count,enabled,running
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.003220102,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.003220102,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.003220102,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.100124090,dTLB-load-misses,9049,95164928,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.100124090,iTLB-load-misses,767,95172131,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.100124090,cache-misses,84673,95178493,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.200318623,dTLB-load-misses,8432,100052225,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.200318623,iTLB-load-misses,77,100051254,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.200318623,cache-misses,62391,100049571,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.300474945,dTLB-load-misses,9035,90115419,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.300474945,iTLB-load-misses,328,90109187,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.300474945,cache-misses,81200,90104508,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.400623301,dTLB-load-misses,730,15286820,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.400623301,iTLB-load-misses,134,15286820,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.400623301,cache-misses,11365,15286820,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.500773582,dTLB-load-misses,2441,44562277,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.500773582,iTLB-load-misses,270,44562277,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.500773582,cache-misses,34070,44562277,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.600921567,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.600921567,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.600921567,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.701068370,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.701068370,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.701068370,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.801211286,dTLB-load-misses,0,43251,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.801211286,iTLB-load-misses,0,43251,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.801211286,cache-misses,0,43251,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.901359802,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.901359802,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,0.901359802,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.001543154,dTLB-load-misses,6925,58460370,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.001543154,iTLB-load-misses,805,58466752,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.001543154,cache-misses,155448,58471872,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.101708643,dTLB-load-misses,4302,37729433,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.101708643,iTLB-load-misses,1174,37723051,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.101708643,cache-misses,96300,37717931,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.201859253,dTLB-load-misses,54,201146,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.201859253,iTLB-load-misses,31,201146,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.201859253,cache-misses,783,201146,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.302009142,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.302009142,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.302009142,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.402150545,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.402150545,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.402150545,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.502289704,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.502289704,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.502289704,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.602429796,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.602429796,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.602429796,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.702569375,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.702569375,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.702569375,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.802711139,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.802711139,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.802711139,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.902846180,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.902846180,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,1.902846180,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.002989226,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.002989226,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.002989226,cache-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.004343671,dTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.004343671,iTLB-load-misses,,0,100.00
2026-05-13T23:18:25+00:00,minimal,stock,idle,5,vm-2268291-1778714303110,2268304,2.004343671,cache-misses,,0,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.100122487,dTLB-load-misses,8218,94527181,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.100122487,iTLB-load-misses,785,94534294,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.100122487,cache-misses,80148,94539764,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.200303806,dTLB-load-misses,8592,99827213,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.200303806,iTLB-load-misses,88,99824127,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.200303806,cache-misses,60590,99822605,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.300441792,dTLB-load-misses,8831,97225091,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.300441792,iTLB-load-misses,354,97221064,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.300441792,cache-misses,74217,97217116,100.00
2026-05-13T23:18:27+00:00,minimal,stock,idle,6,vm-2268437-1778714305294,2268442,0.400586682,dTLB-load-misses,361,11415037,100.00
